documento_id,competencia_xml,xml_version,bloco,sub_bloco,list_group_path,list_item_path,list_item_tag,list_index,tag,tag_path,field_path,schema_path_match,schema_match_strategy,descricao,valor_raw,valor_num,valor_excel,ordem_xml,competencia,data_entrega,versao_documento,status_documento
928281,05/2025,6.1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,25,05/2025,18/06/2025 16:41,1,AC
928281,05/2025,6.1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"72,51",72.51,72.51,26,05/2025,18/06/2025 16:41,1,AC
952047,06/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,24,06/2025,24/07/2025 14:46,3,AC
952047,06/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"67,70",67.7,67.7,25,06/2025,24/07/2025 14:46,3,AC
952047,06/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,37679449000138,37679449000138.0,37679449000138.0,26,06/2025,24/07/2025 14:46,3,AC
952047,06/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"11,09",11.09,11.09,27,06/2025,24/07/2025 14:46,3,AC
1016241,09/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,24,09/2025,16/10/2025 15:55,2,AC
1016241,09/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"59,00",59.0,59.0,25,09/2025,16/10/2025 15:55,2,AC
1016241,09/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,37679449000138,37679449000138.0,37679449000138.0,26,09/2025,16/10/2025 15:55,2,AC
1016241,09/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"23,00",23.0,23.0,27,09/2025,16/10/2025 15:55,2,AC
1036544,10/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,37679449000138,37679449000138.0,37679449000138.0,24,10/2025,13/11/2025 16:12,1,AC
1036544,10/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"29,00",29.0,29.0,25,10/2025,13/11/2025 16:12,1,AC
1036544,10/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,26,10/2025,13/11/2025 16:12,1,AC
1036544,10/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"55,00",55.0,55.0,27,10/2025,13/11/2025 16:12,1,AC
1061608,11/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,24,11/2025,15/12/2025 10:36,1,AC
1061608,11/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"56,00",56.0,56.0,25,11/2025,15/12/2025 10:36,1,AC
1061608,11/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,37679449000138,37679449000138.0,37679449000138.0,26,11/2025,15/12/2025 10:36,1,AC
1061608,11/2025,1,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2],CEDENT_CRED_EXISTE,2,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[2]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"33,00",33.0,33.0,27,11/2025,15/12/2025 10:36,1,AC
1082242,12/2025,6.6,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/NR_PF_PJ_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/NR_PF_PJ_CEDENT_CRED_EXISTE,exact,VALOR DO CPF OU CNPJ DO CEDENTE,11581339000145,11581339000145.0,11581339000145.0,24,12/2025,14/01/2026 15:54,1,AC
1082242,12/2025,6.6,APLIC_ATIVO,LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1],CEDENT_CRED_EXISTE,1,PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE[1]/PR_CEDENT_CRED_EXISTE,DOC_ARQ/LISTA_INFORM/APLIC_ATIVO/LISTA_CEDENT_CRED_EXISTE/CEDENT_CRED_EXISTE/PR_CEDENT_CRED_EXISTE,exact,VALOR DO PERCENTUAL DE PARTICIPAÇÃO,"57,00",57.0,57.0,25,12/2025,14/01/2026 15:54,1,AC
