competencia,n_veiculos,n_registros_classe,n_registros_fundo,pl_total,pl_fic_fidc,ativo_total,carteira_dc,dc_inadimplentes,dc_a_vencer_com_parcela_inad,inad_pct,dc_inadimplentes_ajustado,inad_pct_ajustada,carteira_dc_np,inad_pct_ajustada_ex_np,pl_condominio_aberto,pl_condominio_fechado,pl_exclusivo,x4_linhas_descartadas,x4_valor_descartado,captacoes,resgates,amortizacoes,captacao_liquida,cotistas_total,vl_cotas_total,vl_cotas_subordinadas,subordinacao_pct,x2_pl_coberto,vl_recompras,vl_substituicoes,tab4_duplicate_cnpjs,tab4_duplicate_rows_dropped,tab4_type_conflict_cnpjs,tab4_pl_conflict_cnpjs,tab4_class_preferred_cnpjs
2013-01,412,0,412,69051990816.48001,800653010.1200001,69867057960.02,58154196617.36,1404607301.44,7485101654.349999,0.0241531545983166,941709204.89,0.0161933146645668,5251514302.800001,0.0143406495727193,27815281950.47,40805193215.39,1629260982.7,0,0.0,5084899927.440001,5661826395.22,1120767875.68,-1697694343.4599998,21460,68977315497.3,20040807914.050003,0.2905420103633123,69014900443.99,148775875.56,4721094.92,,,,,
2013-02,414,0,414,70227445134.45999,848588423.04,69603606938.53,56748719854.649994,1399748067.18,7678902884.33,0.0246657205795154,883098094.4199998,0.0155615509333403,4745497513.44,0.0136846564407232,28557538560.27,41233692319.69,1510546465.26,0,0.0,5216945175.05,3504972744.57,1575191423.03,136781007.45000005,9087,69247459897.20001,20093580519.51,0.290170651015063,70191474912.33,158919374.16000003,3016511.91,,,,,
2013-03,417,0,417,68095643741.27,862038911.46,70566826882.37,58189105913.31,1362913275.78,7302809869.889999,0.0234221381199852,828254063.5799999,0.0142338338178615,5380146016.559999,0.0128155690394813,27845766209.83,39836299310.82,1612992481.72,0,0.0,12719428365.28,1206436096.55,1278089132.5,10234903136.23,8601,67999338058.130005,20647493026.69,0.3036425591237264,68087407083.61001,111260853.64,0.0,,,,,
2013-04,419,0,419,70202431319.89,860474601.02,70729291105.53,57638595743.83,1560748646.6799998,7255500679.029999,0.0270781865265527,911395163.68,0.0158122374759201,5283405998.98,0.0148202475779647,30611940545.1,39171301992.79,1696948243.03,1,3999999998.0,7205553244.160001,5903227871.6,1312626304.06,-10300931.499999523,8829,67291025648.850006,20266891284.16,0.3011826776117263,69139475964.45999,202081193.37,0.0,,,,,
2013-05,417,0,417,82130414632.10999,862395462.0300001,82912108669.75,62893334368.03,1459858187.62,7416524547.35,0.0232116519546795,787542866.0500001,0.0125218812766639,5445799891.89,0.0114503022294752,42904885817.21,38801032970.9,1700641536.27,0,0.0,17730653663.82,4920909392.85,1212693239.8300002,11597051031.14,8787,81289782578.97,19431752312.61,0.239042985429722,81221172334.81,144009099.25,0.0,,,,,
2013-06,415,0,415,93007240019.91,849984105.9,94965724312.35,65218220759.100006,1511337336.85,7266984842.59,0.0231735444367994,753236883.22,0.0115494853194825,5270939297.939999,0.0104254824296732,53545455016.58,39057515619.92,2081372036.03,0,0.0,15594812792.98,4701798356.71,671395356.92,10221619079.35,8817,91875309020.3461,19630280227.9461,0.2136621953957064,91737649813.29,292282443835344.6,0.0,,,,,
2013-07,420,0,420,89103816885.98001,1044745892.23,90356978265.29,71468967934.53,1543161393.83,6956433348.82,0.0215920481074195,827504185.62,0.0115785103596017,5265720118.049999,0.0097551239955819,50103901616.33,38590097494.85,1710031446.55,0,0.0,8618062739.39,11653787561.929998,794241165.89,-3829965988.429999,8451,89046772525.1893,18943182292.2893,0.2127329464628345,88978825834.62,147110312.25,0.0,,,,,
2013-08,420,0,420,83429386915.90001,1028281053.93,84150423349.95999,71669265369.41,1625456421.42,6716953538.11,0.0226799648781356,822921803.3000001,0.0114822134573077,5520439691.289999,0.0096560424627655,44404653236.38,38609909380.28,1813458736.5,0,0.0,9824992182.83,15451122153.0,652222823.07,-6278352793.24,8390,83614122803.32349,18825952553.903496,0.2251527842752804,83381436443.79001,166104798.76,0.0,,,,,
2013-09,419,0,419,81646833715.91,1027330408.51,82152492969.89,70695158070.64,1813016437.42,6992264939.14,0.0256455532019377,976432317.59,0.0138118697834203,5893713036.89,0.0108168506670635,42385184060.17,38967377297.62,1717290082.69,0,0.0,7555694610.889999,9718433976.99,1146877048.17,-3309616414.2700005,8324,81457829678.75919,19426836438.059196,0.2384894922277177,81379003672.70999,124626967.03,6115129.76,,,,,
2013-10,428,0,428,78563682492.29,1301696131.75,79372647279.99,67261239026.95,1991467181.94,7006695138.72,0.0296079467275657,1155009211.13,0.0171719883225346,6137751348.34,0.0146258002072883,39517777078.88,38771262011.68,1963547376.03,0,0.0,1750249620.68,925930784.45,1522513702.46,-698194866.2299999,8456,78119240311.90001,19161111207.74,0.2452803065062725,78536249248.14,206353175.52,0.0,,,,,
2013-11,430,0,430,83088917751.1,1372636086.9299998,83856075137.49,71698572187.73,2010705014.07,6147930522.220001,0.0280438640926534,1132406729.42,0.0157939927514176,6444462287.62,0.0131691808495352,44468461998.66,38440331673.8,1869299116.41,0,0.0,1446437938.41,1252375004.3400002,956220451.04,-762157516.97,8534,82784382286.61,19114857007.77,0.230899313128797,82741929593.21,145099079.3,0.0,,,,,
2013-12,430,0,430,84521499149.37,1631880191.59,85235173661.1,71271286345.85,2236480079.34,6298680981.530001,0.0313798191951705,1298772267.57,0.0182229384954215,7309220464.76,0.0153773608360074,44787885397.939995,39733613751.43,1796668706.93,0,0.0,4014174604.15,29113581291.91,851679058.52,-25951085746.28,9410,84258235501.123,19509246992.583,0.231541129203008,84304331063.03,163068245.84999996,0.0,,,,,
2014-01,431,0,431,85879786096.91,1660637709.9400003,87036131184.6,67414729896.549995,2616403114.54,4990512281.599999,0.0388105554758574,1673515647.19,0.0248241838209255,7153915012.84,0.0210270001488567,46270783514.08,39609002582.83,1780299820.98,0,0.0,12786234794.17,10977306596.160002,929940591.48,878987606.5299983,8713,85495587020.1673,19095998769.6473,0.223356543129446,85511143478.5,169980996.76000002,0.0,,,,,
2014-02,430,0,430,80087063970.5,1673564710.2299998,88675619371.09999,69263522411.29001,2635097340.0200005,4984996737.360001,0.0380445182151244,1786582781.81,0.0257939925607766,6990523213.75,0.0222723894832865,41136891177.21,38950172793.29,7181025384.78,0,0.0,12253804043.54,11397413432.77,801296241.73,55094369.03999853,8681,79683247316.86002,19014041955.35,0.2386203197736252,79689731387.01,225004935.76,0.0,,,,,
2014-03,435,0,435,82008316621.08,1691884977.35,82914988107.26001,68819634054.05,2592350082.42,5160394962.98,0.0376687571512514,1662621888.4899998,0.0241591213226184,7130130389.719999,0.020682527595983,43602540459.24,38405776161.84,7053066502.6,0,0.0,28477183513.59,28999940323.02,1101981416.79,-1624738226.2200005,8717,78174118507.00821,19078008781.730003,0.244045077144294,81387415543.1,155852878.74,0.0,,,,,
2014-04,436,0,436,76178864842.94,1691007748.53,91560388178.52,64012437402.12,2683698467.4300003,5209713184.809999,0.0419246411532693,1642593630.69,0.0256605387539203,6998058535.289999,0.0223340804012656,37448951410.22,38729913432.72,6810791203.91,0,0.0,21249917762.59,16332686438.430002,781915273.73,4135316050.429998,10014,82288789818.06981,19119224829.48,0.2323430065231267,75960894611.05,177504002.46,0.0,,,,,
2014-05,446,0,446,77467668384.69,1851916578.03,89862897711.98001,73026535736.88,2515614872.51,4994400357.98,0.0344479557619157,1478033914.55,0.0202396827349919,7034868254.92,0.0195644546530505,38358872810.36,39108795574.33,5711234595.71,0,0.0,2671753532.7200003,3391515941.54,746553691.77,-1466316100.5899997,11522,77310271396.9107,19988268767.550003,0.2585460949287099,77427329124.25,134978764.25,0.0,,,,,
2014-06,456,0,456,74995502202.05,1873454254.19,85004513986.78,69907928657.42001,2643266170.77,4988199728.599999,0.0378106778663573,1561099835.47,0.0223307980289343,7285467369.940001,0.0182396067172524,35420227963.8,39575274238.25,5527428010.59,0,0.0,10591860812.05,13216641905.18,762180353.72,-3386961446.8499994,11055,74721705179.658,20122292235.71,0.2692964806856151,74739669491.45999,824322012.01,0.0,,,,,
2014-07,458,0,458,76775602465.01999,1891972200.87,86420213547.48999,71572447859.84,3469799671.7,4438170559.09,0.0484795445098495,1441370477.14,0.0201386220569489,7329940599.639999,0.0165880330133099,37634742886.05,39140859578.97,5479035934.09,0,0.0,18375415276.07,16730096218.88,1090074387.31,555244669.8800006,11105,75423058370.722,20033648862.67,0.2656170313884637,75445864882.20999,467721950.9499999,0.0,,,,,
2014-08,462,0,462,73416048421.88,2083929250.16,84738417571.86,68178398629.96001,3585307577.17,4047086247.25,0.0525871485575563,2392857905.1099997,0.0350970095102599,8973932266.410002,0.0173931892573223,34302331964.28,39113716457.6,3119065209.4700003,0,0.0,11606299634.11,14662843919.37,972780515.86,-4029324801.1200023,10935,73357116912.7157,20369138523.67,0.277670925206975,73411738205.42,461547656.0500001,0.0,,,,,
2014-09,466,0,466,74721666110.22,2012300002.73,75694780673.41,58968946138.3,5144838434.88,3917379504.95,0.0872465725063798,1776898974.27,0.030132791759626,7794078703.52,0.0264661347311963,34352198548.56,40369467561.66,3035419740.4,0,0.0,16618673970.65,14181128085.72,895512649.4499999,1542033235.4799986,11116,75429908540.4422,20234395015.86,0.2682542695250811,74487808619.06,180027025.49,0.0,,,,,
2014-10,465,0,465,76742257500.18,2102460642.78,76274415652.18,61685749317.92999,5403566846.75,3524235805.52,0.0875983011716348,1692842258.12,0.0274430038840096,8526875868.33,0.0241366618287441,34757436627.35,41984820872.83,3034860895.0699997,0,0.0,15490328934.55,14959234331.85,586891126.89,-55796524.19000113,11366,75519367537.931,21109055871.91,0.2795184408993836,76560567443.68,208975319.36,0.0,,,,,
2014-11,472,0,472,75928450115.70999,2087374424.52,76116065867.03,61421941879.65,5171410271.59,3478413402.02,0.0841948351571633,1662698111.19,0.0270701000376687,8609653147.279999,0.0239878203309813,35028758754.94,40899691360.77,3159252208.3199997,0,0.0,10278782983.58,1584166688.9,803431310.4,7891184984.280001,11424,76386133376.1746,21450055850.18,0.2808108605857307,75736750257.35,269113540.6,0.0,,,,,
2014-12,477,0,477,76436831792.10999,2127803041.57,78494858033.92001,64082040718.25,5402034404.2699995,4051715033.93,0.0842987261910269,1866357022.82,0.0291244941937137,9343962651.57,0.0256013343293292,36075944075.87,40360887716.24,3314449055.31,1,138826784784.02,19315486444.91,17454853485.04,1761904908.41,98728051.45999885,11402,76324967406.8064,21643836955.839996,0.2835747946079027,76339989846.19,207811830.0,0.0,,,,,
2015-01,476,0,476,71989010730.87,2146084644.61,74125731319.94,58044440768.68,5404119774.33,3939842901.62,0.0931031413648486,1670681680.6,0.0287828025987542,9148252160.58,0.0252410342653076,32194895355.06,39794115375.81,3314062227.3199997,0,0.0,11794602253.67,16042679337.84,845404277.99,-5093481362.16,11430,71918167346.0604,20762714576.15,0.2886991610373309,71988413839.42,979610612.07,0.0,,,,,
2015-02,482,0,482,72980949615.88,2188002218.4300003,74384066654.74,59421568505.649994,5677309580.02,3034206061.68,0.095542910138432,1794847480.8,0.030205319817994,9167443728.92,0.0230039900270097,33384857241.200005,39596092374.68,3315957576.76,0,0.0,10625194366.87,10638235974.35,466501925.51,-479543532.98999953,12081,72923214557.9794,17656881796.5461,0.2421297786112755,72980054041.91,225894165.72999996,4830088.37,,,,,
2015-03,488,0,488,73541905327.28001,2199710940.09,56499515892.34,43766958976.44,5288145188.16,2769038142.5499997,0.1208250541465912,2200562658.8300004,0.0502790851887739,9292805636.990002,0.0417200650214125,33869189639.58,39672715687.7,3311776672.63,0,0.0,12073553146.78,11757433492.44,592912452.6899999,-276792798.3499979,11991,72395035076.0073,16862157397.11,0.232918699181601,72461419910.84,424565527.3000001,19456850.55,,,,,
2015-04,488,0,488,77509197773.28,2246620158.0200005,56827827686.630005,42420356464.18,5185220708.16,2417666685.0800004,0.1222342559176378,1822045658.92,0.0429521534185726,9504134359.56,0.0348638628656272,37608450646.42,39900747126.86,3439424768.66,0,0.0,14721525139.16,10914198979.89,531170214.57,3276155944.6999984,11646,77482348985.6189,17243812089.95,0.222551488380283,77508640718.14,238971558.83999997,0.0,,,,,
2015-05,494,0,494,75124669704.16,2249110994.23,75868172403.26999,61040576493.95,4792875160.700001,2865669035.78,0.0785194936875316,1444177675.58,0.0236593059654857,9695767653.81,0.021821492062389,34307757326.12,40816912378.04,3600232115.88,0,0.0,11482158493.68,14133006658.04,552003527.5,-3202851691.8599987,12257,75237677191.60709,18230223882.9,0.2423017903180777,75124287478.82999,298010923.90999997,0.0,,,,,
2015-06,504,0,504,78975222019.69,2257864184.3700004,79503245707.95001,63745156615.82,5140372703.619999,2789461573.1099997,0.0806394238639972,1772381167.8099997,0.0278041699464604,10421307897.76,0.0240727608713518,37562619084.65,41412602935.04,4517917060.12,0,0.0,16051723600.84,11835685211.49,1033736803.07,3182301586.28,12360,78445826411.1653,18406974174.730003,0.2346456786400826,78452699840.86,305933402.06999993,0.0,,,,,
2015-07,509,0,509,77675112198.25,2246813857.3099995,75877081919.38,62586632023.91,5111794286.959999,3116440106.07,0.0816754971733762,1791932759.3599997,0.02863123803619,10739232345.54,0.020962898601517,36076640537.73,41598471660.52,4621799224.47,0,0.0,13948371496.59,14855587324.520002,1197385042.4099998,-2104600870.340002,12732,77545618282.1033,17682506875.31,0.2280271570081856,77674299404.17001,301088381.54999995,4122113.74,,,,,
2015-08,498,0,498,79218771470.27,2208656238.0,79600444906.09,62057072600.26,5230291800.460001,2832472735.71,0.0842819614478251,1902457443.37,0.0306565773030361,12305658785.42,0.0230255068554112,36820413577.26,42398357893.01,4609911365.62,0,0.0,11866116747.29,11592136090.87,527245817.57,-253265161.15000185,12380,79103878433.1073,17820983439.33,0.2252858367039484,79110833580.03,272395585.5,2748737.07,,,,,
2015-09,516,0,516,84554671176.61,2138214238.56,84915725498.45,64788560474.30001,5054836992.52,2908610040.52,0.0780205171331924,1678998877.3000002,0.0259150514382244,11034778480.670002,0.0208515255983816,42624683331.97,41929987844.64,7398506449.71,0,0.0,17389045972.34,11901271746.56,671401029.9,4816373195.880001,11965,83954445035.94069,16984478444.21,0.2023058866857971,84143750119.55,305678694.65999997,1628399.57,,,,,
2015-10,520,0,520,79922852859.86002,2164633607.5499997,81335271808.55,66409779812.93,5036507992.780001,3002470269.6,0.0758398538132088,1857388866.2,0.0279686044951825,11238553021.05,0.0252218581400985,38496338175.579994,41426514684.28,6079627713.47,0,0.0,12823263025.0,16964681278.429998,506826383.59,-4648244637.019999,12190,79931622307.8377,17148579470.93,0.214540615788909,79917725838.03,360861102.96,0.0,,,,,
2015-11,519,0,519,84169050198.17,2133324939.3,84021793028.78,65892013978.52,5151660134.4,3356216336.8599997,0.0781833764571132,1545682063.7800002,0.0234578057408273,12409657932.620005,0.0212019066410767,40853703867.18,43315346330.99,6720557219.09,0,0.0,15697392822.149998,12697989288.81,496840250.64,2502563282.6999984,12281,84080600281.173,18169768173.19,0.216099410713395,84102546257.73999,511849608.6400001,0.0,,,,,
2015-12,527,0,527,84691001574.42001,2217055347.86,85068010087.19,70860951194.1,5402787223.51,3397634931.7,0.0762449153231215,1824645055.06,0.0257496551247525,13635424919.41,0.0229750944501405,39758329290.04,44932672284.38,6653873004.33,0,0.0,19479101527.51,19647778974.78,838177380.6,-1006854827.8699968,12508,84633972810.46251,19070635298.15,0.2253307349858032,84643749041.01,774062754.19,0.0,,,,,
2016-01,526,0,526,84317947022.03,2249357919.38,85040004466.5,72385579800.89,5476646138.52,3261329396.9199996,0.0756593530587795,2176651124.75,0.0300702312634268,15655923194.27,0.0256781370293013,39827616735.57,44490330286.46,6736238828.53,0,0.0,14382461549.69,14449032383.89,1345691274.3400002,-1412262108.5400028,12198,84313403880.7044,18904178337.19,0.2242132029675572,84295084242.32999,333623844.2,0.0,,,,,
2016-02,525,0,525,83686775750.20999,2251607724.95,84188178196.95999,68076801791.92999,7400671985.02,2808574226.79,0.1087106296156423,2239407351.92,0.0328953078431111,14891615638.89,0.0279662152884085,38536816825.77,45149958924.44,6275715866.35,0,0.0,14373606836.990002,15662420668.99,733006445.28,-2021820277.279998,12099,83743320205.43571,19414587248.51,0.2318344579708915,83626610540.69,353984584.5,0.0,,,,,
2016-03,530,0,530,81201821665.95,2161299578.8500004,82243161616.48999,66097710671.67,7831160196.889999,3264047763.6099997,0.1184785390796673,2368533644.26,0.0358338226875257,15376020236.43,0.0311325400734848,37533430773.43,43668390892.52,6213063680.849999,0,0.0,14389493956.46,15707607418.08,1319843818.14,-2637957279.760001,12181,81012410716.8737,18815181044.5508,0.2322506005938652,81171993237.96,331396022.14,0.0,,,,,
2016-04,534,0,534,82550918482.04001,2107588579.85,82487059466.66,67748866324.799995,7999333430.839998,3547978403.43,0.1180733178986314,2277383097.0699997,0.0336150731460482,15609112770.940002,0.0282749699291752,38744464606.61,43806453875.43,5626208378.68,0,0.0,13479832767.47,12276461279.9,1027385009.17,175986478.40000153,12104,80474015159.03049,19176453949.64,0.2382937388142499,82534419700.15,558922240.3299999,0.0,,,,,
2016-05,541,0,541,80157834858.12001,2091188317.1200004,183527862931.08,167771106283.59,7927861324.02,3617771209.15,0.0472540325902079,2026025842.54,0.0120761309108573,116946016132.36,0.0246918099431965,37402509201.02,42755325657.1,5578681247.02,0,0.0,12724873453.32,13912233576.74,912592905.57,-2099953028.99,13094,79751094399.6272,19226820641.800003,0.2410853517000749,80112643954.27,445142939.91,0.0,,,,,
2016-06,548,0,548,78647490131.52,2133013806.08,80564618175.69,67097402215.88,8316145587.53,3230337246.0,0.1239413943445013,1940648449.97,0.0289228552206258,14975368207.55,0.0227452362323491,36034590619.93,42612899511.59,5816805019.32,0,0.0,10972398591.48,12409160179.1,953562238.81,-2390323826.430001,13215,78472330319.81589,19083235390.1212,0.2431842575892293,78607406773.19,421876019.85,0.0,,,,,
2016-07,552,0,552,83478901036.45,2064168968.7999997,85138553124.39001,69899904307.64,7776363806.340001,3346473507.84,0.1112499921618641,2183185045.93,0.0312330190942962,15856487850.11,0.025362930721028,41205671254.25,42273229782.2,5852677336.85,0,0.0,13731548013.2,8678284840.050001,608229193.61,4445033979.54,13058,83004533471.7139,18817350899.83,0.2267026885494457,83254572398.12,409148158.7,0.0,,,,,
2016-08,560,0,560,86598300479.04001,2064845463.6399996,88595031628.01,70442420155.3,7933495455.34,3295882823.99,0.1126238343011145,2326927918.74,0.0330330490294054,17831462676.32,0.0275806610236991,42309137422.94,44289163056.1,7267881352.7,0,0.0,15722705185.53,14896439302.99,912700599.78,-86434717.23999906,13319,85441924313.7617,19537408519.3814,0.2286630208331416,85590805782.86,467748046.97,0.0,,,,,
2016-09,561,0,561,87251904214.95999,2201371502.9,88521260094.51001,70594447301.47,8186231336.279999,2902390729.24,0.1159614055949912,2258591430.75,0.0319938963627663,18567073710.16,0.0249813814310451,42317461023.18,44934443191.78,7669144439.04,0,0.0,14435208149.16,14029974581.69,690230679.95,-284997112.4799988,13406,86730763433.3959,19572500361.4175,0.2256696423114968,86868858004.79999,424060517.1700001,0.0,,,,,
2016-10,566,0,566,86906407866.81,2393848841.8799996,88029586557.45,75507200897.01001,7552724979.93,3518887449.17,0.1000265523050143,1917122236.41,0.0253899259095156,22615673525.29,0.021606490165588,39064607736.84,47841800129.97,7669905910.21,0,0.0,13746317870.36,1356362645.86,777787687.58,11612167536.919998,13879,86090254542.644,19962409027.54,0.2318776861979402,86494739143.17,485851077.2399999,0.0,,,,,
2016-11,567,0,567,89129311018.69,2665856399.0199995,91425728825.36,78124310314.35,7817848354.160001,3434310416.8599997,0.1000693423430325,2135703597.63,0.0273372473822365,24235774103.42,0.023191789269394,39558034017.35,49571277001.34,6724839545.56,0,0.0,19407378971.54,17573394273.86,806687119.27,1027297578.4100004,14064,88330460562.29082,20425216992.78,0.231236391871591,88675802957.28,474857669.43000007,1122836.49,,,,,
2016-12,575,0,575,93803241587.05,2736601826.3199997,96856414767.05,82190729840.0,8342700105.83,3127056651.5599995,0.1015041492157408,2534275198.79,0.0308340758589618,27148882401.219997,0.0257832627812584,42022354140.73,51780887446.32,6783097386.07,0,0.0,20873523037.93,17400518102.920002,995177626.83,2477827308.1799984,13872,94077429641.671,20958645763.4,0.2227808077158233,93606648252.01,519196379.94,0.0,,,,,
2017-01,586,0,586,89372048939.82,2768205430.52,92724028174.16,78256825900.48,8639574774.34,3522650949.64,0.1104002708380612,2922522770.9800005,0.0373452761129949,26886168714.879997,0.0280165292419782,37136677084.25,52235371855.57,7074844139.61,0,0.0,15067587666.89,19963986340.08,596490379.01,-5492889052.200003,14154,87442009632.5442,20930252302.14,0.2393615195956129,87700589429.08,509311409.80999994,0.0,,,,,
2017-02,594,0,594,91877603717.75,2771610286.7200003,96215598621.34,81322274630.98,7334940310.739999,4984053959.63,0.0901959560775213,2916912757.88,0.0358685584130081,28068830342.79,0.0237532197920299,39900637237.75,51976966480.0,7002149660.76,0,0.0,14267228905.48,10434993674.96,640102631.5,3192132599.0200024,14117,90470541601.86732,20634773424.72,0.2280827887106856,90749481710.96,563894024.48,0.0,,,,,
2017-03,603,0,603,94200168880.35,2727276910.6099997,97015529301.09,75118462376.46,9064373478.71,3381475276.6000004,0.1206677185867227,3035468458.42,0.0404090866930634,26178399018.25,0.0278192233280303,41013191515.23,53186977365.12,7439512517.6,0,0.0,18709987783.09,17880406854.88,759803014.33,69777913.87999904,14364,84439635419.6919,21176031325.51,0.2507830738522067,84816111707.35,566698750.7,0.0,,,,,
2017-04,612,0,612,90732800394.03,2590001934.62,94957528399.38,79506671223.09999,7080307804.449999,5189559811.7699995,0.0890530026666853,3257820073.57,0.0409754304066935,27586900300.19,0.0268272297989933,37794705337.06,52938095056.97,7142008336.059999,0,0.0,12663165945.04,16598701106.88,629561646.35,-4565096808.189999,16017,80566617478.6851,21664132264.46,0.2688971306284704,81086739557.90001,447402153.36999995,0.0,,,,,
2017-05,620,0,620,88161106690.67001,2808276195.28,90796018323.56,75083463557.62001,9399534399.87,3293461067.0600004,0.1251878103979137,3787509942.04,0.050443996088878,24803924135.79,0.0356814727650642,35636502208.2,52524604482.47,8251827089.559999,0,0.0,12639384160.09,15428778917.36,657921119.06,-3447315876.3300004,14448,87424160805.8077,21591498642.730003,0.2469740452034817,87881380032.82,503577129.73,0.0,,,,,
2017-06,626,0,626,90538103924.23,2799651690.7100005,95175035640.58,78869040609.36,9085587694.83,2852609081.12,0.1151984051616794,3078442253.3100004,0.0390323278884244,26579267529.469997,0.0275656585315025,36713820221.6,53824283702.63,7995386335.63,0,0.0,17824912449.57,15307714146.86,915021864.05,1602176438.6599991,14053,90989542958.2516,22176095288.76,0.243721361463866,90358550027.67,503367456.54,0.0,,,,,
2017-07,630,0,630,94518711984.59,2901341263.67,97294798282.54,74826762229.57,6988932786.25,3163665519.920001,0.0934015127476425,3021665885.87,0.0403821546708043,25945429141.84,0.0293348426700322,35454563728.51,59064148256.08,7650914177.82,0,0.0,14381204945.66,15825688342.58,723972061.13,-2168455458.05,14158,93847166087.8479,23780509169.44,0.253396135022124,94309683970.9,477620404.35,0.0,,,,,
